datetime,open,high,low,close,volume,hourly
2024-01-01 00:00:00,0.89982,0.92109,0.88608,0.88751,926292.0,0
2024-01-01 00:15:00,0.8874,0.89057,0.86501,0.88484,1210286.0,0
2024-01-01 00:30:00,0.88484,0.89731,0.88351,0.89686,637554.0,0
2024-01-01 00:45:00,0.89602,0.90998,0.89,0.90575,459270.0,0
2024-01-01 01:00:00,0.90494,0.915,0.88021,0.88763,1113789.0,1
2024-01-01 01:15:00,0.88675,0.89369,0.86669,0.87293,925179.0,1
2024-01-01 01:30:00,0.87292,0.87985,0.86802,0.87959,541260.0,1
2024-01-01 01:45:00,0.87957,0.88257,0.85648,0.86844,833969.0,1
2024-01-01 02:00:00,0.86851,0.88434,0.86478,0.88345,626572.0,2
2024-01-01 02:15:00,0.88341,0.9,0.88056,0.88878,428435.0,2
2024-01-01 02:30:00,0.88887,0.89156,0.87671,0.8815,345288.0,2
2024-01-01 02:45:00,0.8815,0.8825,0.87201,0.87539,350643.0,2
2024-01-01 03:00:00,0.87608,0.87904,0.868,0.872,353547.0,3
2024-01-01 03:15:00,0.872,0.87209,0.86,0.86394,422469.0,3
2024-01-01 03:30:00,0.86448,0.87,0.84772,0.85006,838079.0,3
2024-01-01 03:45:00,0.85006,0.86189,0.84973,0.85952,450474.0,3
2024-01-01 04:00:00,0.85952,0.86,0.83,0.84235,815557.0,4
2024-01-01 04:15:00,0.84226,0.85198,0.83486,0.84832,611806.0,4
2024-01-01 04:30:00,0.84832,0.85792,0.844,0.85214,522293.0,4
2024-01-01 04:45:00,0.85214,0.85214,0.8345,0.8384,599492.0,4
2024-01-01 05:00:00,0.83794,0.85848,0.83333,0.83786,895456.0,5
2024-01-01 05:15:00,0.83764,0.84445,0.82174,0.83805,943368.0,5
2024-01-01 05:30:00,0.83744,0.8473,0.83624,0.84106,527235.0,5
2024-01-01 05:45:00,0.84106,0.86213,0.84065,0.85618,613976.0,5
2024-01-01 06:00:00,0.85647,0.86976,0.8552,0.85739,838726.0,6
2024-01-01 06:15:00,0.85842,0.87262,0.85212,0.867,792863.0,6
2024-01-01 06:30:00,0.867,0.86766,0.84807,0.85608,357858.0,6
2024-01-01 06:45:00,0.85567,0.85598,0.845,0.85219,256785.0,6
2024-01-01 07:00:00,0.85219,0.85439,0.84781,0.84862,297087.0,7
2024-01-01 07:15:00,0.8485,0.85777,0.846,0.85476,370201.0,7
2024-01-01 07:30:00,0.85439,0.86079,0.84754,0.85283,463845.0,7
2024-01-01 07:45:00,0.85238,0.8546,0.85091,0.85243,238350.0,7
2024-01-01 08:00:00,0.85243,0.85244,0.839,0.84051,422015.0,8
2024-01-01 08:15:00,0.84047,0.8417,0.82563,0.83823,505244.0,8
2024-01-01 08:30:00,0.83878,0.84673,0.83333,0.83703,589429.0,8
2024-01-01 08:45:00,0.83703,0.83906,0.83,0.83821,266394.0,8
2024-01-01 09:00:00,0.83769,0.84141,0.8262,0.83181,696091.0,9
2024-01-01 09:15:00,0.83158,0.83342,0.81586,0.823,847162.0,9
2024-01-01 09:30:00,0.82309,0.82836,0.81727,0.82251,641217.0,9
2024-01-01 09:45:00,0.82266,0.83001,0.82,0.82852,253820.0,9
2024-01-01 10:00:00,0.82857,0.83794,0.81137,0.81745,1066558.0,10
2024-01-01 10:15:00,0.81906,0.82151,0.80532,0.81037,1666885.0,10
2024-01-01 10:30:00,0.81045,0.8195,0.79937,0.813,2025700.0,10
2024-01-01 10:45:00,0.81239,0.81486,0.79901,0.80654,1041654.0,10
2024-01-01 11:00:00,0.80605,0.817,0.80433,0.81631,1105196.0,11
