datetime,open,high,low,close,volume,hourly
2023-12-12 20:00:00,0.0002432,0.0006922,0.0002432,0.000621,124054217633.0,20
2023-12-12 20:15:00,0.0006202,0.000671,0.000584,0.0006049,42619228258.0,20
2023-12-12 20:30:00,0.0006047,0.0006049,0.0005253,0.0005439,42222641441.0,20
2023-12-12 20:45:00,0.0005439,0.000569,0.000525,0.0005367,24543656321.0,20
2023-12-12 21:00:00,0.0005371,0.0005778,0.000537,0.0005534,21867899601.0,21
2023-12-12 21:15:00,0.0005533,0.00056,0.000519,0.0005531,16055534412.0,21
2023-12-12 21:30:00,0.0005531,0.000579,0.00055,0.0005522,15509376577.0,21
2023-12-12 21:45:00,0.0005523,0.0005616,0.0005299,0.0005323,13481297146.0,21
2023-12-12 22:00:00,0.0005321,0.000555,0.000525,0.0005306,13151815656.0,22
2023-12-12 22:15:00,0.0005311,0.0005311,0.0004861,0.0005026,21279399873.0,22
2023-12-12 22:30:00,0.0005028,0.0005178,0.000495,0.0005102,10677307347.0,22
2023-12-12 22:45:00,0.0005107,0.0005235,0.0004955,0.0005,11754204910.0,22
2023-12-12 23:00:00,0.0005,0.0005,0.0004602,0.0004678,20645245529.0,23
2023-12-12 23:15:00,0.0004682,0.0004729,0.000443,0.0004617,22749769851.0,23
2023-12-12 23:30:00,0.0004616,0.000491,0.0004597,0.0004894,16990426841.0,23
2023-12-12 23:45:00,0.0004899,0.000509,0.0004744,0.0005029,13543122207.0,23
2023-12-13 00:00:00,0.0005029,0.000524,0.0004833,0.0005057,18578337271.0,0
2023-12-13 00:15:00,0.0005052,0.000525,0.0005011,0.000518,14006953436.0,0
2023-12-13 00:30:00,0.0005185,0.0005288,0.0004966,0.0005034,14224242001.0,0
2023-12-13 00:45:00,0.0005032,0.0005145,0.0005,0.0005042,4947468902.0,0
2023-12-13 01:00:00,0.0005045,0.0005144,0.0004905,0.000495,5455566438.0,1
2023-12-13 01:15:00,0.0004954,0.0005029,0.0004808,0.000499,7288784735.0,1
2023-12-13 01:30:00,0.0004985,0.0005114,0.000493,0.0004943,4654433562.0,1
2023-12-13 01:45:00,0.0004943,0.0005085,0.000493,0.0005044,3613003779.0,1
2023-12-13 02:00:00,0.0005043,0.0005174,0.000503,0.0005098,5095596944.0,2
2023-12-13 02:15:00,0.0005101,0.0005188,0.0005,0.0005043,4184830836.0,2
2023-12-13 02:30:00,0.0005048,0.0005122,0.0005045,0.0005078,2211879203.0,2
2023-12-13 02:45:00,0.0005075,0.0005478,0.0005071,0.0005451,14516148438.0,2
2023-12-13 03:00:00,0.0005451,0.0005666,0.0005365,0.0005466,19626423196.0,3
2023-12-13 03:15:00,0.0005465,0.0005517,0.0005325,0.0005389,7893803464.0,3
2023-12-13 03:30:00,0.0005394,0.0005474,0.000532,0.0005448,4649823959.0,3
2023-12-13 03:45:00,0.0005446,0.000545,0.0005363,0.0005402,2548834629.0,3
2023-12-13 04:00:00,0.00054,0.0005448,0.0005352,0.000542,2781010300.0,4
2023-12-13 04:15:00,0.0005418,0.0005577,0.000532,0.0005418,7106291893.0,4
2023-12-13 04:30:00,0.0005415,0.0005418,0.0005024,0.0005105,7555751027.0,4
2023-12-13 04:45:00,0.0005108,0.0005209,0.000509,0.000512,3967908128.0,4
2023-12-13 05:00:00,0.0005121,0.000523,0.000512,0.0005142,3029274919.0,5
2023-12-13 05:15:00,0.0005143,0.000524,0.0005142,0.0005198,2550823039.0,5
2023-12-13 05:30:00,0.0005198,0.0005239,0.0005151,0.0005202,2180834906.0,5
2023-12-13 05:45:00,0.0005202,0.0005202,0.0005002,0.000511,2481240225.0,5
2023-12-13 06:00:00,0.000511,0.0005122,0.00049,0.0005038,3985057454.0,6
2023-12-13 06:15:00,0.0005038,0.0005129,0.0004964,0.0005082,2686783325.0,6
2023-12-13 06:30:00,0.0005083,0.000515,0.0005028,0.0005112,1230102848.0,6
2023-12-13 06:45:00,0.0005112,0.00052,0.0005102,0.0005193,1853536047.0,6
2023-12-13 07:00:00,0.0005196,0.000525,0.000507,0.0005113,3333892329.0,7
2023-12-13 07:15:00,0.0005116,0.000519,0.0005112,0.0005181,2148134137.0,7
