datetime,open,high,low,close,volume,hourly
2023-12-01 00:00:00,37619.85,37648.15,37535.0,37643.96,335.72205,0
2023-12-01 00:15:00,37643.96,37648.68,37582.0,37631.75,246.02862,0
2023-12-01 00:30:00,37631.75,37703.25,37605.92,37695.97,194.31071,0
2023-12-01 00:45:00,37695.96,37729.88,37658.93,37661.89,243.29328,0
2023-12-01 01:00:00,37661.88,37688.52,37642.82,37656.98,197.93456,1
2023-12-01 01:15:00,37656.98,37690.0,37631.1,37690.0,183.22848,1
2023-12-01 01:30:00,37690.0,37734.29,37687.26,37730.08,150.54611,1
2023-12-01 01:45:00,37730.07,37757.77,37714.65,37740.86,187.05483,1
2023-12-01 02:00:00,37740.86,37740.86,37710.89,37733.44,121.50739,2
2023-12-01 02:15:00,37733.45,37807.37,37721.1,37806.0,254.40176,2
2023-12-01 02:30:00,37806.0,37806.01,37756.81,37768.81,189.4491,2
2023-12-01 02:45:00,37768.8,37768.81,37720.0,37739.36,159.00224,2
2023-12-01 03:00:00,37739.36,37756.02,37689.56,37708.57,146.62695,3
2023-12-01 03:15:00,37708.57,37752.49,37704.59,37743.83,167.86094,3
2023-12-01 03:30:00,37743.84,37796.0,37738.99,37782.66,140.77291,3
2023-12-01 03:45:00,37782.66,37795.96,37744.49,37749.34,114.133,3
2023-12-01 04:00:00,37749.34,37760.75,37724.0,37733.63,136.1151,4
2023-12-01 04:15:00,37733.63,37742.11,37695.44,37699.95,123.89194,4
2023-12-01 04:30:00,37699.96,37765.0,37699.95,37750.76,112.85657,4
2023-12-01 04:45:00,37750.76,37758.49,37701.1,37730.94,245.44413,4
2023-12-01 05:00:00,37730.93,37745.99,37696.35,37720.91,127.05529,5
2023-12-01 05:15:00,37720.92,37750.0,37708.8,37749.99,87.92796,5
2023-12-01 05:30:00,37749.99,37764.37,37725.0,37747.36,94.53032,5
2023-12-01 05:45:00,37747.35,37758.0,37736.75,37739.1,73.19238,5
2023-12-01 06:00:00,37739.09,37809.99,37714.73,37800.01,140.06222,6
2023-12-01 06:15:00,37800.01,37800.01,37775.67,37793.98,91.52941,6
2023-12-01 06:30:00,37793.99,37793.99,37760.0,37760.0,58.33286,6
2023-12-01 06:45:00,37760.0,37760.01,37680.8,37694.06,94.50186,6
2023-12-01 07:00:00,37694.07,37699.21,37604.0,37657.52,329.81827,7
2023-12-01 07:15:00,37657.52,37702.2,37636.92,37702.2,256.89913,7
2023-12-01 07:30:00,37702.2,37728.03,37700.0,37716.49,120.37771,7
2023-12-01 07:45:00,37716.48,37729.85,37705.45,37723.96,125.71762,7
2023-12-01 08:00:00,37723.97,37744.72,37628.28,37633.33,298.20553,8
2023-12-01 08:15:00,37633.32,37643.55,37615.86,37627.91,181.48333,8
2023-12-01 08:30:00,37627.9,37675.0,37616.12,37671.06,132.94692,8
2023-12-01 08:45:00,37671.05,37689.23,37642.38,37682.38,101.74169,8
2023-12-01 09:00:00,37682.39,37694.71,37640.46,37668.02,160.27808,9
2023-12-01 09:15:00,37668.02,37883.93,37666.16,37883.86,505.49769,9
2023-12-01 09:30:00,37883.86,37965.51,37829.94,37922.99,1014.28629,9
2023-12-01 09:45:00,37922.99,37958.59,37859.86,37946.02,350.49695,9
2023-12-01 10:00:00,37946.01,37956.37,37885.94,37903.07,215.52912,10
2023-12-01 10:15:00,37903.06,37903.07,37871.1,37882.25,181.54499,10
2023-12-01 10:30:00,37882.26,37966.0,37882.21,37966.0,163.49799,10
2023-12-01 10:45:00,37965.99,38082.42,37965.99,37990.8,629.11273,10
2023-12-01 11:00:00,37990.79,38000.0,37950.54,37973.52,238.50005,11
2023-12-01 11:15:00,37973.51,38067.77,37954.53,37993.37,338.88246,11
2023-12-01 11:30:00,37993.36,38048.0,37978.01,38031.1,182.53986,11
2023-12-01 11:45:00,38031.1,38049.77,37995.21,38043.05,239.34186,11
2023-12-01 12:00:00,38043.04,38142.85,38022.67,38117.1,716.72961,12
2023-12-01 12:15:00,38117.09,38198.0,38077.68,38197.99,518.62456,12
2023-12-01 12:30:00,38198.0,38243.3,38102.4,38209.99,804.33504,12
